OBJECTID,natcode,name,natLevName,countyId,countyCode,county,countyMn,regionId,regionCode,region,pop2015,Longitude,Latitude
523,42968,Ciocile,Comuna,9,92,Brăila,BR,2,822,Sud-Est,"2,680",27.2609119,44.8125305
524,129503,Topana,Comuna,28,289,Olt,OT,4,840,Sud-Vest,729,24.5239677,44.8418541
525,79585,Cătunele,Comuna,18,181,Gorj,GJ,4,840,Sud-Vest,"2,716",22.9355412,44.8404350
526,46910,Glodeanu-Siliștea,Comuna,10,109,Buzău,BZ,2,822,Sud-Est,"3,809",26.7799263,44.8379707
527,54163,Șopotu Nou,Comuna,11,118,Caraș-Severin,CS,5,859,Vest,"1,172",21.8565121,44.7948875
528,49439,Scutelnici,Comuna,10,109,Buzău,BZ,2,822,Sud-Est,"2,357",26.9475918,44.8339348
529,18242,Priboieni,Comuna,3,38,Argeș,AG,3,831,Sud,"3,550",25.0827904,44.8800774
530,129914,Vitomirești,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"2,056",24.3720989,44.8517113
531,112263,Ilovăț,Comuna,25,252,Mehedinți,MH,4,840,Sud-Vest,"1,226",22.7391701,44.8230858
532,15554,Ciomăgești,Comuna,3,38,Argeș,AG,3,831,Sud,"1,159",24.4790268,44.8564339
533,113698,Șovarna,Comuna,25,252,Mehedinți,MH,4,840,Sud-Vest,"1,135",22.8080025,44.8484993
534,53513,Pojejena,Comuna,11,118,Caraș-Severin,CS,5,859,Vest,"2,898",21.5415211,44.8047028
535,135020,Rîfov,Comuna,29,298,Prahova,PH,3,831,Sud,"5,417",26.1947937,44.8288612
536,82243,Stejari,Comuna,18,181,Gorj,GJ,4,840,Sud-Vest,"2,427",23.6954784,44.7691231
537,78141,Motru,"Municipiu, altul decat resedinta de judet",18,181,Gorj,GJ,4,840,Sud-Vest,"23,274",22.9861126,44.8232155
538,133018,Drăgănești,Comuna,29,298,Prahova,PH,3,831,Sud,"4,940",26.3185349,44.8422890
539,80846,Mătăsari,Comuna,18,181,Gorj,GJ,4,840,Sud-Vest,"5,397",23.0603256,44.8559608
540,171806,Olanu,Comuna,38,387,Vâlcea,VL,4,840,Sud-Vest,"2,974",24.2910881,44.8680153
541,130712,Brazi,Comuna,29,298,Prahova,PH,3,831,Sud,"8,311",25.9902763,44.8626328
542,66731,Comișani,Comuna,15,154,Dâmbovița,DB,3,831,Sud,"5,236",25.5721207,44.8689957
543,43812,Roșiori,Comuna,9,92,Brăila,BR,2,822,Sud-Est,"2,795",27.3624592,44.8231735
544,172947,Scundu,Comuna,38,387,Vâlcea,VL,4,840,Sud-Vest,"2,006",24.1757851,44.8531837
545,133090,Dumbrava,Comuna,29,298,Prahova,PH,3,831,Sud,"4,472",26.2239628,44.8703690
546,66474,Bucșani,Comuna,15,154,Dâmbovița,DB,3,831,Sud,"6,914",25.6533203,44.8770790
547,170685,Lădești,Comuna,38,387,Vâlcea,VL,4,840,Sud-Vest,"1,785",24.0372009,44.8668594
548,179711,Vlădeni,Comuna,15,154,Dâmbovița,DB,3,831,Sud,"2,893",25.7861347,44.8767509
549,130552,Bărcănești,Comuna,29,298,Prahova,PH,3,831,Sud,"9,694",26.0630608,44.8796120
550,134194,Mănești,Comuna,29,298,Prahova,PH,3,831,Sud,"4,003",25.8302555,44.8557205
551,51840,Cărbunari,Comuna,11,118,Caraș-Severin,CS,5,859,Vest,996,21.7535839,44.8300667
552,65501,Ulmi,Comuna,15,154,Dâmbovița,DB,3,831,Sud,"4,360",25.4438210,44.8848877
553,46867,Glodeanu Sărat,Comuna,10,109,Buzău,BZ,2,822,Sud-Est,"4,296",26.6610012,44.8643417
554,78828,Bărbătești,Comuna,18,181,Gorj,GJ,4,840,Sud-Vest,"1,684",23.4631443,44.8896217
555,132379,Boldești-Gradiștea,Comuna,29,298,Prahova,PH,3,831,Sud,"1,781",26.5522614,44.8796806
556,170514,Ionești,Comuna,38,387,Vâlcea,VL,4,840,Sud-Vest,"4,218",24.2216053,44.8751221
557,54109,Socol,Comuna,11,118,Caraș-Severin,CS,5,859,Vest,"2,173",21.4429150,44.8455467
558,42842,Berteștii de Jos,Comuna,9,92,Brăila,BR,2,822,Sud-Est,"3,158",27.7180824,44.8484497
559,52570,Dalboșeț,Comuna,11,118,Caraș-Severin,CS,5,859,Vest,"1,698",21.9600525,44.8182487
560,67675,Hulubești,Comuna,15,154,Dâmbovița,DB,3,831,Sud,"3,284",25.2576580,44.8372154
561,130892,Tîrgșoru Vechi,Comuna,29,298,Prahova,PH,3,831,Sud,"10,126",25.9265938,44.8923569
562,14085,Băbana,Comuna,3,38,Argeș,AG,3,831,Sud,"2,876",24.7104187,44.8819618
563,172279,Pesceana,Comuna,38,387,Vâlcea,VL,4,840,Sud-Vest,"1,657",24.1220798,44.8885536
564,78454,Țicleni,Oras,18,181,Gorj,GJ,4,840,Sud-Vest,"4,861",23.3960190,44.8830566
565,48138,Padina,Comuna,10,109,Buzău,BZ,2,822,Sud-Est,"4,144",27.1278591,44.8308907
566,67407,Dragomirești,Comuna,15,154,Dâmbovița,DB,3,831,Sud,"8,777",25.3612499,44.8994522
567,15652,Cocu,Comuna,3,38,Argeș,AG,3,831,Sud,"2,349",24.6487293,44.8819504
568,80613,Jupînești,Comuna,18,181,Gorj,GJ,4,840,Sud-Vest,"2,163",23.5440693,44.9011536
569,79004,Bîlteni,Comuna,18,181,Gorj,GJ,4,840,Sud-Vest,"7,713",23.2796783,44.8820992
570,67256,Dărmănești,Comuna,15,154,Dâmbovița,DB,3,831,Sud,"4,948",25.7634277,44.9236107
571,53700,Eftimie Murgu,Comuna,11,118,Caraș-Severin,CS,5,859,Vest,"1,610",22.1351814,44.8419304
572,65342,Tîrgoviște,Municipiu resedinta de judet,15,154,Dâmbovița,DB,3,831,Sud,"94,179",25.4393826,44.9201241
573,19392,Uda,Comuna,3,38,Argeș,AG,3,831,Sud,"1,999",24.5805149,44.8800583
574,170792,Lăpușata,Comuna,38,387,Vâlcea,VL,4,840,Sud-Vest,"2,118",23.9995594,44.9169807
575,170346,Grădiștea,Comuna,38,387,Vâlcea,VL,4,840,Sud-Vest,"2,684",23.8237495,44.8889389
576,51305,Bănia,Comuna,11,118,Caraș-Severin,CS,5,859,Vest,"1,772",22.0734863,44.7962799
577,172698,Roșiile,Comuna,38,387,Vâlcea,VL,4,840,Sud-Vest,"2,555",23.9238110,44.8955193
578,172581,Roești,Comuna,38,387,Vâlcea,VL,4,840,Sud-Vest,"2,135",24.0778179,44.9160805
579,130614,Berceni,Comuna,29,298,Prahova,PH,3,831,Sud,"6,359",26.1091423,44.9178238
580,47578,Mihăilești,Comuna,10,109,Buzău,BZ,2,822,Sud-Est,"2,130",26.6797295,44.9238167
581,50564,Florica,Comuna,10,109,Buzău,BZ,2,822,Sud-Est,"1,391",26.7687931,44.9161148
582,133394,Fulga,Comuna,29,298,Prahova,PH,3,831,Sud,"3,334",26.4606781,44.9049416
583,173374,Stoilești,Comuna,38,387,Vâlcea,VL,4,840,Sud-Vest,"3,857",24.3618603,44.9149284
584,67737,I. L. Caragiale,Comuna,15,154,Dâmbovița,DB,3,831,Sud,"6,824",25.6945648,44.9137039
585,45496,Brădeanu,Comuna,10,109,Buzău,BZ,2,822,Sud-Est,"2,518",26.8534966,44.8967514
586,172992,Sinești,Comuna,38,387,Vâlcea,VL,4,840,Sud-Vest,"2,499",23.8331604,44.9357796
587,80766,Logrești,Comuna,18,181,Gorj,GJ,4,840,Sud-Vest,"2,669",23.7183876,44.8849983
588,173686,Șirineasa,Comuna,38,387,Vâlcea,VL,4,840,Sud-Vest,"2,374",24.1763954,44.9323616
589,68002,Mănești,Comuna,15,154,Dâmbovița,DB,3,831,Sud,"5,180",25.2982864,44.9504128
590,169404,Dănicei,Comuna,38,387,Vâlcea,VL,4,840,Sud-Vest,"2,070",24.4476757,44.9132843
591,131933,Albești-Paleologu,Comuna,29,298,Prahova,PH,3,831,Sud,"5,632",26.2375107,44.9269371
592,79656,Ciuperceni,Comuna,18,181,Gorj,GJ,4,840,Sud-Vest,"1,541",22.9949512,44.9182510
593,80711,Licurici,Comuna,18,181,Gorj,GJ,4,840,Sud-Vest,"2,243",23.6199512,44.8868790
594,48744,Pogoanele,Oras,10,109,Buzău,BZ,2,822,Sud-Est,"7,635",26.9888325,44.9036331
595,67595,Gura Ocniței,Comuna,15,154,Dâmbovița,DB,3,831,Sud,"7,339",25.5925426,44.9330063
596,112959,Podeni,Comuna,25,252,Mehedinți,MH,4,840,Sud-Vest,860,22.5340061,44.8912010
597,53345,Naidăș,Comuna,11,118,Caraș-Severin,CS,5,859,Vest,"1,095",21.5729828,44.8776436
598,80365,Glogova,Comuna,18,181,Gorj,GJ,4,840,Sud-Vest,"1,942",22.9138374,44.9137993
599,13301,Mioveni,Oras,3,38,Argeș,AG,3,831,Sud,"34,678",24.9461803,44.9443169
600,110296,Bala,Comuna,25,252,Mehedinți,MH,4,840,Sud-Vest,"3,878",22.8097649,44.9001694
601,15108,Călinești,Comuna,3,38,Argeș,AG,3,831,Sud,"11,175",25.0191441,44.8792076
602,168372,Băbeni,Oras,38,387,Vâlcea,VL,4,840,Sud-Vest,"9,416",24.2341022,44.9624214
603,132752,Colceag,Comuna,29,298,Prahova,PH,3,831,Sud,"4,877",26.3775063,44.9358521
604,44863,Amaru,Comuna,10,109,Buzău,BZ,2,822,Sud-Est,"2,450",26.6034317,44.9308434
605,135896,Tomșani,Comuna,29,298,Prahova,PH,3,831,Sud,"4,439",26.3050804,44.9451942
606,65431,Răzvad,Comuna,15,154,Dâmbovița,DB,3,831,Sud,"8,759",25.5139694,44.9508400
607,50923,Băile Herculane,Oras,11,118,Caraș-Severin,CS,5,859,Vest,"5,251",22.4522266,44.8883476
608,133214,Filipeștii de Tîrg,Comuna,29,298,Prahova,PH,3,831,Sud,"8,313",25.7766399,44.9565315
609,78926,Berlești,Comuna,18,181,Gorj,GJ,4,840,Sud-Vest,"2,099",23.6580620,44.9264221
610,169994,Galicea,Comuna,38,387,Vâlcea,VL,4,840,Sud-Vest,"3,901",24.2712669,44.9239769
611,65379,Aninoasa,Comuna,15,154,Dâmbovița,DB,3,831,Sud,"6,213",25.4528751,44.9740639
612,16132,Cuca,Comuna,3,38,Argeș,AG,3,831,Sud,"2,127",24.5259171,44.9517403
613,135949,Valea Călugărească,Comuna,29,298,Prahova,PH,3,831,Sud,"10,910",26.1689224,44.9510269
614,132075,Ariceștii Rahtivani,Comuna,29,298,Prahova,PH,3,831,Sud,"8,147",25.8693027,44.9490852
615,14352,Beleți-Negrești,Comuna,3,38,Argeș,AG,3,831,Sud,"1,895",25.0773239,44.9488525
616,17209,Micești,Comuna,3,38,Argeș,AG,3,831,Sud,"4,583",24.8569164,44.9736977
617,65477,Șotînga,Comuna,15,154,Dâmbovița,DB,3,831,Sud,"7,200",25.3778763,44.9763145
618,65413,Doicești,Comuna,15,154,Dâmbovița,DB,3,831,Sud,"4,776",25.4103737,44.9938431
619,78016,Drăguțești,Comuna,18,181,Gorj,GJ,4,840,Sud-Vest,"5,034",23.2485065,44.9550514
620,80123,Dănești,Comuna,18,181,Gorj,GJ,4,840,Sud-Vest,"3,694",23.3489094,44.9615173
621,65841,Moreni,"Municipiu, altul decat resedinta de judet",15,154,Dâmbovița,DB,3,831,Sud,"20,742",25.6366673,44.9855003
622,53103,Lăpușnicu Mare,Comuna,11,118,Caraș-Severin,CS,5,859,Vest,"1,716",21.8810043,44.8984032
623,47159,Largu,Comuna,10,109,Buzău,BZ,2,822,Sud-Est,"1,573",27.1451817,44.9582214
624,44328,Ulmu,Comuna,9,92,Brăila,BR,2,822,Sud-Est,"3,862",27.3038483,44.9254303
625,78329,Tîrgu Cărbunești,Oras,18,181,Gorj,GJ,4,840,Sud-Vest,"8,751",23.5044403,44.9664612
626,171628,Nicolae Bălcescu,Comuna,38,387,Vâlcea,VL,4,840,Sud-Vest,"3,412",24.4107456,44.9861450
627,79406,Bustuchin,Comuna,18,181,Gorj,GJ,4,840,Sud-Vest,"3,378",23.7162342,44.9728699
628,17101,Merișani,Comuna,3,38,Argeș,AG,3,831,Sud,"4,620",24.7286930,44.9714012
629,172377,Popești,Comuna,38,387,Vâlcea,VL,4,840,Sud-Vest,"3,010",24.1038399,44.9828758
630,130785,Bucov,Comuna,29,298,Prahova,PH,3,831,Sud,"11,174",26.0862770,44.9870682
631,68324,Ocnița,Comuna,15,154,Dâmbovița,DB,3,831,Sud,"4,455",25.5509624,44.9978676
632,133161,Filipeștii de Pădure,Comuna,29,298,Prahova,PH,3,831,Sud,"10,528",25.7217426,44.9924011
633,68921,Tătărani,Comuna,15,154,Dâmbovița,DB,3,831,Sud,"5,268",25.2684937,44.9969444
634,168602,Berbești,Oras,38,387,Vâlcea,VL,4,840,Sud-Vest,"5,648",23.8864117,44.9880180
635,47300,Luciu,Comuna,10,109,Buzău,BZ,2,822,Sud-Est,"2,874",27.0615788,44.9721756
636,131620,Urlați,Oras,29,298,Prahova,PH,3,831,Sud,"11,654",26.2548065,44.9965134
637,47774,Movila Banului,Comuna,10,109,Buzău,BZ,2,822,Sud-Est,"2,606",26.7089081,44.9721069
638,49046,Rușețu,Comuna,10,109,Buzău,BZ,2,822,Sud-Est,"3,885",27.2127800,44.9351196
639,169182,Copăceni,Comuna,38,387,Vâlcea,VL,4,840,Sud-Vest,"2,770",23.9699268,44.9871216
640,112995,Ponoarele,Comuna,25,252,Mehedinți,MH,4,840,Sud-Vest,"2,470",22.7666664,44.9716606
641,16365,Dîrmănești,Comuna,3,38,Argeș,AG,3,831,Sud,"3,577",24.8957443,45.0164490
642,49545,Smeeni,Comuna,10,109,Buzău,BZ,2,822,Sud-Est,"6,678",26.8963814,44.9844971
643,19338,Țițești,Comuna,3,38,Argeș,AG,3,831,Sud,"5,115",24.9615746,45.0002937
644,67522,Glodeni,Comuna,15,154,Dâmbovița,DB,3,831,Sud,"4,388",25.4752731,45.0202484
645,82396,Telești,Comuna,18,181,Gorj,GJ,4,840,Sud-Vest,"2,772",23.0982361,44.9926567
646,16285,Davidești,Comuna,3,38,Argeș,AG,3,831,Sud,"3,118",25.0419464,45.0083199
647,17423,Morărești,Comuna,3,38,Argeș,AG,3,831,Sud,"1,901",24.5701466,44.9872818
648,14726,Boțești,Comuna,3,38,Argeș,AG,3,831,Sud,"1,143",25.1540432,45.0117302
649,53023,Iablanița,Comuna,11,118,Caraș-Severin,CS,5,859,Vest,"2,201",22.2752819,44.9313927
650,130847,Păulești,Comuna,29,298,Prahova,PH,3,831,Sud,"5,892",25.9555340,44.9982986
651,80427,Godinești,Comuna,18,181,Gorj,GJ,4,840,Sud-Vest,"1,972",22.9692822,44.9876404
652,53274,Mehadia,Comuna,11,118,Caraș-Severin,CS,5,859,Vest,"4,155",22.3777504,44.9224129
653,78472,Albeni,Comuna,18,181,Gorj,GJ,4,840,Sud-Vest,"2,907",23.6070061,45.0174370
654,133330,Florești,Comuna,29,298,Prahova,PH,3,831,Sud,"7,915",25.8030987,45.0183220
655,131443,Plopeni,Oras,29,298,Prahova,PH,3,831,Sud,"9,168",25.9529533,45.0550957
656,171469,Milcoiu,Comuna,38,387,Vâlcea,VL,4,840,Sud-Vest,"1,238",24.4607925,45.0356178
657,169896,Frîncești,Comuna,38,387,Vâlcea,VL,4,840,Sud-Vest,"5,342",24.1581230,45.0202332
658,179640,Vulcana-Pandele,Comuna,15,154,Dâmbovița,DB,3,831,Sud,"5,122",25.3701401,45.0354919
659,133278,Fântânele,Comuna,29,298,Prahova,PH,3,831,Sud,"2,067",26.3748760,45.0152969
660,66009,Brănești,Comuna,15,154,Dâmbovița,DB,3,831,Sud,"4,354",25.4140854,45.0443993
661,46803,Gherăseni,Comuna,10,109,Buzău,BZ,2,822,Sud-Est,"3,437",26.7991371,45.0029602
662,49153,Săhăteni,Comuna,10,109,Buzău,BZ,2,822,Sud-Est,"3,428",26.5648651,45.0259171
663,51948,Ciclova Română,Comuna,11,118,Caraș-Severin,CS,5,859,Vest,"1,588",21.7376347,44.9768639
664,134390,Plopu,Comuna,29,298,Prahova,PH,3,831,Sud,"2,363",26.1507626,45.0244026
665,81861,Scoarța,Comuna,18,181,Gorj,GJ,4,840,Sud-Vest,"4,615",23.4596138,45.0288925
666,132510,Ceptura,Comuna,29,298,Prahova,PH,3,831,Sud,"4,715",26.3278503,45.0206604
667,77910,Bălești,Comuna,18,181,Gorj,GJ,4,840,Sud-Vest,"7,391",23.1757469,45.0086060
668,53675,Răcășdia,Comuna,11,118,Caraș-Severin,CS,5,859,Vest,"2,139",21.5867596,44.9977455
669,43411,Însurăței,Oras,9,92,Brăila,BR,2,822,Sud-Est,"7,165",27.6145916,44.9310188
670,130981,Băicoi,Oras,29,298,Prahova,PH,3,831,Sud,"19,236",25.8767376,45.0343895
671,51387,Berliște,Comuna,11,118,Caraș-Severin,CS,5,859,Vest,"1,282",21.4574242,44.9858131
672,81497,Roșia de Amaradia,Comuna,18,181,Gorj,GJ,4,840,Sud-Vest,"3,163",23.7514362,45.0400276
673,52115,Cornea,Comuna,11,118,Caraș-Severin,CS,5,859,Vest,"1,791",22.3272514,45.0214767
674,17913,Poienarii de Argeș,Comuna,3,38,Argeș,AG,3,831,Sud,"1,002",24.5326462,45.0633430
675,168791,Budești,Comuna,38,387,Vâlcea,VL,4,840,Sud-Vest,"5,912",24.3697205,45.0419083
676,65869,Iedera,Comuna,15,154,Dâmbovița,DB,3,831,Sud,"3,923",25.6480713,45.0431290
677,171325,Mihăești,Comuna,38,387,Vâlcea,VL,4,840,Sud-Vest,"6,766",24.2425137,45.0324593
678,133688,Gura Vadului,Comuna,29,298,Prahova,PH,3,831,Sud,"2,264",26.4394112,45.0467377
679,18778,Stîlpeni,Comuna,3,38,Argeș,AG,3,831,Sud,"5,042",25.0027084,45.0568123
680,169039,Cernișoara,Comuna,38,387,Vâlcea,VL,4,840,Sud-Vest,"3,731",24.0125675,45.0165749
681,171995,Păușești,Comuna,38,387,Vâlcea,VL,4,840,Sud-Vest,"2,678",24.1354523,45.0689163
682,66526,Cîndești,Comuna,15,154,Dâmbovița,DB,3,831,Sud,"2,820",25.1955681,45.0603676
683,109924,Baia de Aramă,Oras,25,252,Mehedinți,MH,4,840,Sud-Vest,"5,605",22.7915840,45.0139236
684,53069,Lăpușnicel,Comuna,11,118,Caraș-Severin,CS,5,859,Vest,"1,007",22.1806355,45.0048409
685,44300,Tufești,Comuna,9,92,Brăila,BR,2,822,Sud-Est,"5,267",27.7823868,44.9926643
686,46251,Cilibia,Comuna,10,109,Buzău,BZ,2,822,Sud-Est,"1,876",27.0512390,45.0441475
687,133722,Iordăcheanu,Comuna,29,298,Prahova,PH,3,831,Sud,"5,386",26.2201824,45.0516472
688,20055,Vulturești,Comuna,3,38,Argeș,AG,3,831,Sud,"2,811",25.0944271,45.0617828
689,167641,Băile Govora,Oras,38,387,Vâlcea,VL,4,840,Sud-Vest,"2,893",24.1883926,45.0815697
690,69063,Valea Lungă,Comuna,15,154,Dâmbovița,DB,3,831,Sud,"4,784",25.5704727,45.0640297
691,54573,Vrani,Comuna,11,118,Caraș-Severin,CS,5,859,Vest,"1,120",21.4828072,45.0259743
692,14165,Băiculești,Comuna,3,38,Argeș,AG,3,831,Sud,"6,157",24.6627941,45.0634956
693,171067,Mateești,Comuna,38,387,Vâlcea,VL,4,840,Sud-Vest,"3,183",23.8636398,45.0630951
694,173533,Stroești,Comuna,38,387,Vâlcea,VL,4,840,Sud-Vest,"2,774",23.9269753,45.0734177
695,77812,Tîrgu Jiu,Municipiu resedinta de judet,18,181,Gorj,GJ,4,840,Sud-Vest,"97,312",23.2930546,45.0452805
696,133615,Gornet-Cricov,Comuna,29,298,Prahova,PH,3,831,Sud,"2,317",26.2754726,45.0845909
697,81415,Prigoria,Comuna,18,181,Gorj,GJ,4,840,Sud-Vest,"3,013",23.6910992,45.0638885
698,78668,Arcani,Comuna,18,181,Gorj,GJ,4,840,Sud-Vest,"1,260",23.1348438,45.0728073
699,46484,Costești,Comuna,10,109,Buzău,BZ,2,822,Sud-Est,"4,962",26.7570171,45.0482979
700,132459,Călugăreni,Comuna,29,298,Prahova,PH,3,831,Sud,"1,218",26.3760071,45.0807953
701,179908,Pietrari,Comuna,15,154,Dâmbovița,DB,3,831,Sud,"2,405",25.2952709,45.0989075
702,49849,Țintești,Comuna,10,109,Buzău,BZ,2,822,Sud-Est,"4,564",26.8713207,45.0610962
703,132315,Bănești,Comuna,29,298,Prahova,PH,3,831,Sud,"5,645",25.7832069,45.0877953
704,132716,Cocorăștii Mislii,Comuna,29,298,Prahova,PH,3,831,Sud,"3,425",25.9193363,45.0891724
705,65921,Pucioasa,Oras,15,154,Dâmbovița,DB,3,831,Sud,"15,535",25.4509392,45.0759239
706,69447,Vîrfuri,Comuna,15,154,Dâmbovița,DB,3,831,Sud,"1,934",25.5072460,45.0945663
707,172340,Pietrari,Comuna,38,387,Vâlcea,VL,4,840,Sud-Vest,"2,990",24.1063118,45.1060562
708,15901,Coșești,Comuna,3,38,Argeș,AG,3,831,Sud,"5,311",24.8661842,45.0741119
709,45815,C.A. Rosetti,Comuna,10,109,Buzău,BZ,2,822,Sud-Est,"3,685",27.1574078,45.0465851
710,78748,Bălănești,Comuna,18,181,Gorj,GJ,4,840,Sud-Vest,"2,109",23.4317188,45.0821991
711,46769,Gălbinași,Comuna,10,109,Buzău,BZ,2,822,Sud-Est,"4,266",26.9596806,45.0546799
712,110027,Obîrșia-Cloșani,Comuna,25,252,Mehedinți,MH,4,840,Sud-Vest,"1,049",22.6538162,45.0551567
713,15493,Ciofringeni,Comuna,3,38,Argeș,AG,3,831,Sud,"2,384",24.5538654,45.1002388
714,49625,Stîlpu,Comuna,10,109,Buzău,BZ,2,822,Sud-Est,"3,148",26.7182217,45.0746117
715,135681,Tătaru,Comuna,29,298,Prahova,PH,3,831,Sud,913,26.3419170,45.0977936
716,132271,Bălțești,Comuna,29,298,Prahova,PH,3,831,Sud,"3,800",26.1174431,45.0864105
717,69526,Voinești,Comuna,15,154,Dâmbovița,DB,3,831,Sud,"6,025",25.3068409,45.0450134
718,133866,Jugureni,Comuna,29,298,Prahova,PH,3,831,Sud,555,26.4261436,45.1070824
719,171272,Măldărești,Comuna,38,387,Vâlcea,VL,4,840,Sud-Vest,"2,003",23.9901810,45.1138191
720,42771,Surdila-Greci,Comuna,9,92,Brăila,BR,2,822,Sud-Est,"1,520",27.2570934,45.0594444
721,80677,Lelești,Comuna,18,181,Gorj,GJ,4,840,Sud-Vest,"1,734",23.2037258,45.0947380
722,78873,Bengești-Ciocadia,Comuna,18,181,Gorj,GJ,4,840,Sud-Vest,"3,257",23.6081696,45.0933342
723,135164,Scorțeni,Comuna,29,298,Prahova,PH,3,831,Sud,"5,763",25.8550129,45.0971336
724,81754,Săcelu,Comuna,18,181,Gorj,GJ,4,840,Sud-Vest,"1,471",23.5402641,45.0980568
725,42753,Făurei,Oras,9,92,Brăila,BR,2,822,Sud-Est,"4,145",27.2713585,45.0894585
726,134443,Podenii Noi,Comuna,29,298,Prahova,PH,3,831,Sud,"4,858",26.1946011,45.1074600
727,52721,Domașnea,Comuna,11,118,Caraș-Severin,CS,5,859,Vest,"1,350",22.3362408,45.0886879
728,65609,Fieni,Oras,15,154,Dâmbovița,DB,3,831,Sud,"7,737",25.4063911,45.1342888
729,79362,Bumbești-Pițic,Comuna,18,181,Gorj,GJ,4,840,Sud-Vest,"2,159",23.7090549,45.1224251
730,78542,Alimpești,Comuna,18,181,Gorj,GJ,4,840,Sud-Vest,"1,848",23.7932758,45.1033096
731,132011,Apostolache,Comuna,29,298,Prahova,PH,3,831,Sud,"2,136",26.2685966,45.1273804
732,51573,Bozovici,Comuna,11,118,Caraș-Severin,CS,5,859,Vest,"3,108",21.9778309,44.9913712
733,173935,Tomșani,Comuna,38,387,Vâlcea,VL,4,840,Sud-Vest,"3,741",24.0600624,45.0967941
734,69394,Vișinești,Comuna,15,154,Dâmbovița,DB,3,831,Sud,"1,946",25.5742245,45.1232338
735,16659,Hârtiești,Comuna,3,38,Argeș,AG,3,831,Sud,"2,289",25.1200542,45.1167259
736,136198,Vîlcănești,Comuna,29,298,Prahova,PH,3,831,Sud,"3,875",25.9378471,45.1327591
737,47854,Năeni,Comuna,10,109,Buzău,BZ,2,822,Sud-Est,"1,806",26.4837837,45.0977287
738,134899,Provița de Sus,Comuna,29,298,Prahova,PH,3,831,Sud,"2,084",25.6273346,45.1395645
739,133562,Gornet,Comuna,29,298,Prahova,PH,3,831,Sud,"2,920",26.0847130,45.1295547
740,173061,Slătioara,Comuna,38,387,Vâlcea,VL,4,840,Sud-Vest,"3,394",23.8804703,45.1243286
741,170220,Golești,Comuna,38,387,Vâlcea,VL,4,840,Sud-Vest,"2,559",24.4722519,45.1091919
742,43313,Gropeni,Comuna,9,92,Brăila,BR,2,822,Sud-Est,"3,473",27.9376297,45.0447998
743,66223,Bărbulețu,Comuna,15,154,Dâmbovița,DB,3,831,Sud,"2,261",25.2959328,45.1407280
744,134336,Păcureți,Comuna,29,298,Prahova,PH,3,831,Sud,"2,116",26.1424084,45.1464119
745,17254,Mihăești,Comuna,3,38,Argeș,AG,3,831,Sud,"6,118",25.0271664,45.1258507
746,78089,Turcinești,Comuna,18,181,Gorj,GJ,4,840,Sud-Vest,"2,125",23.3001976,45.1208839
747,172082,Păusești-Măglași,Comuna,38,387,Vâlcea,VL,4,840,Sud-Vest,"4,001",24.2457848,45.1429024
748,13622,Curtea de Argeș,"Municipiu, altul decat resedinta de judet",3,38,Argeș,AG,3,831,Sud,"33,660",24.6716080,45.1370811
749,51118,Oravița,Oras,11,118,Caraș-Severin,CS,5,859,Vest,"13,528",21.7185726,45.0603447
750,67942,Malu cu Flori,Comuna,15,154,Dâmbovița,DB,3,831,Sud,"2,320",25.2265320,45.1494980
751,135789,Telega,Comuna,29,298,Prahova,PH,3,831,Sud,"5,634",25.8143215,45.1358490
752,131256,Câmpina,"Municipiu, altul decat resedinta de judet",29,298,Prahova,PH,3,831,Sud,"37,896",25.7456913,45.1429291
753,52160,Cornereva,Comuna,11,118,Caraș-Severin,CS,5,859,Vest,"2,987",22.5013084,45.0741158
754,50889,Anina,Oras,11,118,Caraș-Severin,CS,5,859,Vest,"9,427",21.8697433,45.0554276
755,179917,Râu Alb,Comuna,15,154,Dâmbovița,DB,3,831,Sud,"1,424",25.3413963,45.1525612
756,45619,Breaza,Comuna,10,109,Buzău,BZ,2,822,Sud-Est,"2,758",26.5342407,45.1110191
757,19999,Vlădești,Comuna,3,38,Argeș,AG,3,831,Sud,"3,186",24.9293194,45.1524200
758,53327,Mehadica,Comuna,11,118,Caraș-Severin,CS,5,859,Vest,719,22.1354771,45.0948486
759,135244,Sîngeru,Comuna,29,298,Prahova,PH,3,831,Sud,"5,515",26.3562851,45.1396790
760,53130,Luncavița,Comuna,11,118,Caraș-Severin,CS,5,859,Vest,"2,465",22.2343884,45.0971489
761,49019,Robeasca,Comuna,10,109,Buzău,BZ,2,822,Sud-Est,"1,109",27.1364231,45.1314850
762,132841,Cosminele,Comuna,29,298,Prahova,PH,3,831,Sud,"1,042",25.8807564,45.1677666
763,48487,Pietroasele,Comuna,10,109,Buzău,BZ,2,822,Sud-Est,"3,328",26.5922146,45.0936279
764,47453,Merei,Comuna,10,109,Buzău,BZ,2,822,Sud-Est,"6,853",26.6691208,45.1320572
765,19249,Tigveni,Comuna,3,38,Argeș,AG,3,831,Sud,"3,481",24.5619812,45.1559029
766,44818,Buzău,Municipiu resedinta de judet,10,109,Buzău,BZ,2,822,Sud-Est,"136,710",26.8171177,45.1386108
767,49073,Săgeata,Comuna,10,109,Buzău,BZ,2,822,Sud-Est,"4,850",27.0277367,45.1244850
